Date,Open,High,Low,Close,Adj Close,Volume
2014-05-02,1097.000000,1109.599976,1093.500000,1104.430054,947.749146,104042
2014-05-05,1105.000000,1114.500000,1102.500000,1106.949951,949.911499,79698
2014-05-06,1110.000000,1110.000000,1095.550049,1099.469971,943.492859,59410
2014-05-07,1095.500000,1101.349976,1071.000000,1083.180054,929.513794,522036
2014-05-08,1082.500000,1090.500000,1075.449951,1082.680054,929.084534,317994
2014-05-09,1080.000000,1092.000000,1075.949951,1080.599976,927.299744,255318
2014-05-12,1080.000000,1083.500000,1062.750000,1079.849976,926.656372,606398
2014-05-13,1087.500000,1118.969971,1085.000000,1105.319946,948.512756,230762
2014-05-14,1105.000000,1118.750000,1101.719971,1107.380005,950.280518,145458
2014-05-15,1108.500000,1108.880005,1086.619995,1096.719971,941.132874,525126
2014-05-16,1096.500000,1126.819946,1050.530029,1078.780029,925.737854,1208144
2014-05-19,1080.000000,1080.000000,1000.250000,1017.349976,873.022827,605858
2014-05-20,1017.000000,1044.500000,1013.080017,1031.530029,885.191162,176682
2014-05-21,1032.500000,1043.900024,1028.000000,1039.969971,892.433777,127912
2014-05-22,1045.000000,1059.119995,1037.000000,1054.650024,905.031311,153470
2014-05-23,1060.500000,1073.930054,1050.000000,1063.699951,912.797424,139576
2014-05-26,1067.500000,1085.000000,1066.500000,1076.819946,924.055908,131308
2014-05-27,1078.000000,1091.849976,1058.030029,1065.219971,914.101685,120378
2014-05-28,1066.000000,1080.000000,1061.219971,1074.930054,922.434265,371152
2014-05-29,1077.500000,1088.500000,1067.500000,1079.550049,926.398682,90774
2014-05-30,1080.000000,1084.569946,1066.030029,1072.099976,920.005493,66916
2014-06-02,1073.500000,1077.000000,1058.500000,1064.949951,913.869995,69876
2014-06-03,1065.000000,1069.250000,1053.000000,1065.150024,914.041565,247052
2014-06-04,1066.000000,1067.500000,1040.000000,1044.699951,896.492554,164358
2014-06-05,1045.949951,1056.199951,1034.500000,1052.780029,903.426636,175906
2014-06-06,1055.000000,1055.000000,1031.250000,1042.030029,911.517944,308078
2014-06-09,1042.500000,1059.500000,1040.000000,1057.619995,925.155334,191228
2014-06-10,1059.949951,1080.000000,1056.969971,1078.550049,943.464050,148142
2014-06-11,1081.500000,1105.930054,1070.199951,1102.619995,964.519409,291390
2014-06-12,1124.050049,1125.250000,1092.300049,1116.050049,976.267151,185886
2014-06-13,1117.500000,1117.880005,1094.000000,1107.349976,968.656799,232952
2014-06-16,1107.500000,1137.050049,1107.500000,1134.280029,992.213989,211418
2014-06-17,1140.530029,1148.430054,1135.000000,1139.069946,996.403870,106036
2014-06-18,1144.000000,1144.050049,1110.050049,1112.719971,973.354065,184044
2014-06-19,1113.500000,1142.000000,1105.500000,1137.550049,995.074341,587752
2014-06-20,1140.000000,1146.849976,1131.000000,1143.250000,1000.060181,111902
2014-06-23,1143.000000,1149.500000,1125.030029,1132.380005,990.551941,95824
2014-06-24,1132.380005,1157.500000,1128.430054,1152.150024,1007.845459,119980
2014-06-25,1153.500000,1159.000000,1147.500000,1154.949951,1010.294861,70798
2014-06-26,1152.500000,1171.500000,1145.599976,1154.699951,1010.076172,113326
2014-06-27,1160.000000,1202.469971,1158.400024,1199.199951,1049.002686,350162
2014-06-30,1201.000000,1213.500000,1188.750000,1209.719971,1058.205200,151264
2014-07-01,1207.500000,1211.500000,1191.550049,1195.199951,1045.503662,78442
2014-07-02,1197.500000,1206.349976,1192.500000,1198.530029,1048.416748,84686
2014-07-03,1203.500000,1215.000000,1196.500000,1208.880005,1057.470459,17406
2014-07-04,1208.880005,1213.030029,1200.969971,1204.900024,1053.988770,49028
2014-07-07,1205.000000,1246.250000,1205.000000,1241.750000,1086.223389,161812
2014-07-08,1245.000000,1245.000000,1217.500000,1224.849976,1071.440186,126902
2014-07-09,1225.000000,1235.530029,1193.000000,1198.650024,1048.521606,122230
2014-07-10,1198.050049,1212.500000,1168.000000,1173.949951,1026.915161,189536
2014-07-11,1188.000000,1204.500000,1184.349976,1199.000000,1048.827759,139130
2014-07-14,1207.500000,1218.449951,1192.530029,1212.349976,1060.505859,113426
2014-07-15,1213.500000,1219.900024,1197.500000,1200.099976,1049.790161,81754
2014-07-16,1201.000000,1208.650024,1194.119995,1200.680054,1050.297485,99370
2014-07-17,1206.900024,1214.380005,1188.030029,1190.550049,1041.436157,134768
2014-07-18,1225.500000,1243.000000,1217.500000,1221.319946,1068.351929,397452
2014-07-21,1224.969971,1235.000000,1222.050049,1232.150024,1077.825928,97494
2014-07-22,1233.949951,1269.500000,1231.849976,1265.530029,1107.025146,184560
2014-07-23,1270.500000,1297.500000,1266.500000,1293.449951,1131.448242,213324
2014-07-24,1299.500000,1300.000000,1283.380005,1297.280029,1134.798706,172274
2014-07-25,1297.500000,1306.680054,1284.400024,1302.469971,1139.338013,126220
2014-07-28,1292.500000,1299.900024,1277.500000,1294.349976,1136.598755,103880
2014-07-30,1290.000000,1304.949951,1287.550049,1296.719971,1138.679688,66914
2014-07-31,1289.400024,1295.880005,1284.650024,1288.650024,1131.593262,66726
2014-08-01,1288.500000,1294.000000,1254.500000,1258.219971,1104.871948,121176
2014-08-04,1261.099976,1271.000000,1244.050049,1263.469971,1109.482178,123824
2014-08-05,1275.000000,1275.000000,1245.949951,1261.280029,1107.559082,112300
2014-08-06,1262.000000,1267.349976,1247.000000,1254.699951,1101.781250,95492
2014-08-07,1250.000000,1250.500000,1229.250000,1235.099976,1084.569824,134774
2014-08-08,1235.000000,1252.819946,1232.500000,1238.000000,1087.116333,100858
2014-08-11,1250.000000,1250.500000,1227.599976,1234.380005,1083.937500,65132
2014-08-12,1240.000000,1242.069946,1220.500000,1236.849976,1086.106567,69776
2014-08-13,1235.000000,1264.469971,1235.000000,1247.449951,1095.414429,142258
2014-08-14,1250.000000,1264.969971,1244.050049,1248.280029,1096.143555,111768
2014-08-18,1247.000000,1252.800049,1236.699951,1243.219971,1091.699951,73424
2014-08-19,1249.000000,1250.000000,1217.550049,1219.180054,1070.590210,234506
2014-08-20,1235.000000,1235.000000,1215.750000,1218.219971,1069.746948,209764
2014-08-21,1220.500000,1230.000000,1212.969971,1215.969971,1067.771240,219936
2014-08-22,1222.500000,1234.000000,1219.000000,1230.819946,1080.811401,214552
2014-08-25,1235.000000,1262.699951,1234.849976,1260.569946,1106.935547,278062
2014-08-26,1260.500000,1274.949951,1249.500000,1266.719971,1112.335938,169464
2014-08-27,1269.449951,1282.900024,1257.949951,1272.680054,1117.569824,131636
2014-08-28,1280.000000,1280.000000,1258.550049,1262.300049,1108.454712,75306
2014-09-01,1262.500000,1280.000000,1261.530029,1268.619995,1114.004517,92324
2014-09-02,1270.000000,1276.000000,1257.500000,1269.550049,1114.821045,94688
2014-09-03,1275.000000,1306.469971,1270.500000,1300.650024,1142.131104,318464
2014-09-04,1306.500000,1313.650024,1289.250000,1292.069946,1134.596436,175362
2014-09-05,1296.000000,1310.000000,1291.550049,1298.500000,1140.242798,74542
2014-09-08,1302.750000,1325.000000,1300.300049,1318.030029,1157.392700,259694
2014-09-09,1325.000000,1333.500000,1313.000000,1315.150024,1154.863525,78894
2014-09-10,1316.500000,1327.500000,1297.530029,1301.619995,1142.982422,102312
2014-09-11,1310.000000,1312.500000,1296.000000,1298.050049,1139.847900,75130
2014-09-12,1297.949951,1311.719971,1296.500000,1302.930054,1144.132935,55942
2014-09-15,1303.750000,1307.400024,1277.069946,1279.380005,1123.453125,95598
2014-09-16,1284.500000,1286.969971,1274.150024,1277.449951,1121.758301,75328
2014-09-17,1285.000000,1302.349976,1281.930054,1294.219971,1136.484619,100648
2014-09-18,1296.000000,1324.400024,1290.500000,1318.319946,1157.647217,94910
2014-09-19,1319.030029,1366.619995,1319.030029,1354.030029,1189.005005,227200
2014-09-22,1354.050049,1367.500000,1340.000000,1360.300049,1194.510864,95906
2014-09-23,1363.000000,1390.000000,1341.650024,1344.449951,1180.592529,145346
2014-09-24,1347.500000,1349.349976,1316.180054,1321.719971,1160.632813,143280
2014-09-25,1325.000000,1362.900024,1325.000000,1353.819946,1188.820313,121478
2014-09-26,1357.500000,1361.930054,1335.050049,1341.430054,1177.940552,91656
2014-09-29,1349.500000,1388.900024,1338.819946,1384.000000,1215.322266,214076
2014-09-30,1385.000000,1389.969971,1356.069946,1369.099976,1202.238281,313682
2014-10-01,1374.500000,1401.000000,1369.900024,1387.849976,1218.703125,164292
2014-10-07,1382.500000,1417.000000,1363.930054,1366.599976,1200.043091,127156
2014-10-08,1367.500000,1373.500000,1325.500000,1340.680054,1177.281982,185914
2014-10-09,1345.000000,1360.599976,1344.000000,1353.050049,1188.144409,101828
2014-10-10,1354.949951,1362.449951,1334.449951,1339.569946,1176.307373,313930
2014-10-13,1342.500000,1365.000000,1335.000000,1360.180054,1194.405640,238866
2014-10-14,1367.500000,1370.000000,1339.750000,1349.849976,1185.334351,199312
2014-10-15,1349.849976,1349.849976,1349.849976,1349.849976,1185.334351,0
2014-10-16,1362.000000,1375.780029,1332.500000,1339.430054,1176.184204,316262
2014-10-17,1237.500000,1254.750000,1216.550049,1222.449951,1073.461426,1151042
2014-10-20,1240.000000,1248.650024,1208.400024,1211.680054,1064.004395,311676
2014-10-21,1215.500000,1222.119995,1207.819946,1216.719971,1068.429810,195100
2014-10-22,1240.000000,1241.500000,1222.500000,1226.199951,1076.754150,249564
2014-10-27,1257.530029,1257.530029,1225.500000,1229.150024,1079.344971,191226
2014-10-28,1240.000000,1240.449951,1227.500000,1239.099976,1088.082153,121068
2014-10-29,1238.949951,1254.500000,1237.500000,1251.319946,1103.264893,137244
2014-10-30,1258.400024,1286.500000,1254.469971,1278.949951,1127.625610,245042
2014-10-31,1281.000000,1310.000000,1281.000000,1302.280029,1148.195435,708984
2014-11-03,1322.500000,1322.699951,1290.449951,1294.650024,1141.468262,273154
2014-11-05,1297.500000,1310.530029,1293.500000,1300.430054,1146.564087,122494
2014-11-07,1300.569946,1307.319946,1279.400024,1286.750000,1134.502930,113492
2014-11-10,1294.000000,1294.000000,1275.500000,1283.750000,1131.857666,100718
2014-11-11,1291.000000,1296.800049,1279.430054,1288.780029,1136.292725,72748
2014-11-12,1285.500000,1305.000000,1285.500000,1295.880005,1142.552490,80208
2014-11-13,1295.900024,1301.500000,1283.500000,1294.030029,1140.921265,96758
2014-11-14,1292.750000,1306.250000,1288.500000,1303.000000,1148.830078,89648
2014-11-17,1299.000000,1312.150024,1297.430054,1309.250000,1154.340576,90530
2014-11-18,1308.500000,1312.500000,1290.750000,1293.780029,1140.701172,114250
2014-11-19,1295.500000,1297.000000,1280.500000,1288.819946,1136.327759,120490
2014-11-20,1297.469971,1305.000000,1281.699951,1302.719971,1148.583130,120932
2014-11-21,1303.000000,1316.969971,1293.000000,1308.150024,1153.370972,122572
2014-11-24,1306.030029,1328.119995,1306.030029,1326.099976,1169.196899,135504
2014-11-25,1325.000000,1340.000000,1310.000000,1317.380005,1161.508667,78402
2014-11-26,1310.000000,1326.300049,1308.800049,1314.380005,1158.863647,69672
2014-11-27,1314.500000,1329.500000,1313.000000,1324.569946,1167.847900,56702
2014-11-28,1330.000000,1344.000000,1318.000000,1321.550049,1165.185181,103518
2014-12-01,1321.500000,1350.000000,1321.500000,1346.569946,1187.244873,122492
2014-12-02,1346.000000,1354.500000,1323.569946,1328.030029,1170.898560,116194
2014-12-03,1330.569946,1334.050049,1309.500000,1317.530029,1161.640869,124802
2014-12-04,1332.000000,1332.500000,1310.000000,1318.319946,1162.337646,71026
2014-12-05,1323.000000,1324.000000,1287.500000,1289.219971,1136.680420,129922
2014-12-08,1292.500000,1293.880005,1252.750000,1256.849976,1108.140503,178734
2014-12-09,1260.000000,1279.219971,1256.219971,1258.719971,1109.789307,109626
2014-12-10,1256.000000,1265.500000,1249.300049,1255.199951,1106.686035,93182
2014-12-11,1255.900024,1261.469971,1242.650024,1246.280029,1098.821167,107098
2014-12-12,1249.500000,1260.930054,1213.500000,1227.849976,1082.571777,202122
2014-12-15,1196.900024,1196.900024,1178.219971,1181.400024,1041.617798,239616
2014-12-16,1175.000000,1228.819946,1174.119995,1221.569946,1077.034912,232422
2014-12-17,1225.000000,1235.949951,1202.849976,1222.150024,1077.546265,133894
2014-12-18,1225.500000,1233.250000,1218.119995,1229.530029,1084.053345,88266
2014-12-19,1232.000000,1260.119995,1232.000000,1254.469971,1106.042236,100908
2014-12-22,1266.400024,1266.400024,1237.569946,1256.500000,1107.831909,80760
2014-12-23,1259.099976,1267.500000,1248.069946,1258.530029,1109.622070,62280
2014-12-24,1258.000000,1259.250000,1236.969971,1240.569946,1093.786621,75618
2014-12-26,1242.500000,1255.449951,1233.349976,1252.750000,1104.525757,87044
2014-12-29,1252.550049,1267.500000,1252.550049,1262.349976,1112.990112,52376
2014-12-30,1262.500000,1271.150024,1257.750000,1265.650024,1115.899292,47486
2014-12-31,1263.000000,1280.000000,1263.000000,1277.349976,1126.214966,52082
2015-01-01,1277.180054,1281.750000,1271.000000,1274.099976,1123.349487,35272
2015-01-02,1273.619995,1294.500000,1273.619995,1285.430054,1133.339233,177124
2015-01-05,1296.500000,1299.530029,1263.500000,1268.949951,1118.808838,130358
2015-01-06,1263.500000,1263.500000,1220.030029,1223.280029,1078.542358,176418
2015-01-07,1230.250000,1239.500000,1203.699951,1208.400024,1065.422974,281004
2015-01-08,1222.500000,1225.000000,1211.530029,1221.930054,1077.352173,105244
2015-01-09,1225.000000,1259.000000,1225.000000,1256.099976,1107.479126,192712
2015-01-12,1260.000000,1264.500000,1240.430054,1256.030029,1107.417603,129186
2015-01-13,1257.650024,1265.000000,1240.119995,1249.150024,1101.351563,94802
2015-01-14,1251.780029,1265.400024,1251.500000,1259.069946,1110.098022,82250
2015-01-15,1260.969971,1291.750000,1260.969971,1272.500000,1121.938965,1897278
2015-01-16,1270.000000,1272.500000,1242.000000,1265.949951,1116.163818,367472
2015-01-19,1265.949951,1276.349976,1251.449951,1254.880005,1106.403687,93902
2015-01-20,1263.449951,1264.819946,1241.619995,1249.780029,1101.906982,180204
2015-01-21,1258.000000,1259.500000,1245.050049,1255.680054,1107.108887,120524
2015-01-22,1255.949951,1260.400024,1247.500000,1256.380005,1107.726074,109956
2015-01-23,1252.500000,1265.000000,1247.550049,1250.849976,1102.850586,115804
2015-01-27,1259.949951,1259.949951,1245.050049,1251.400024,1107.763550,104384
2015-01-28,1251.500000,1271.530029,1250.680054,1267.349976,1121.882568,171742
2015-01-29,1267.500000,1279.199951,1256.050049,1270.680054,1124.830566,105674
2015-01-30,1272.500000,1287.469971,1235.069946,1240.500000,1098.114624,301548
2015-02-02,1241.050049,1260.000000,1232.250000,1256.400024,1112.189453,101692
2015-02-03,1250.500000,1280.000000,1250.500000,1277.400024,1130.778931,182210
2015-02-04,1282.500000,1284.819946,1251.719971,1257.000000,1112.720825,96438
2015-02-05,1257.500000,1295.000000,1257.500000,1275.949951,1129.495239,462972
2015-02-06,1276.000000,1296.000000,1275.949951,1288.000000,1140.162354,140984
2015-02-09,1287.500000,1287.500000,1250.500000,1257.569946,1113.225098,114180
2015-02-10,1252.500000,1262.099976,1218.000000,1221.469971,1081.268799,303682
2015-02-11,1230.000000,1243.800049,1224.000000,1230.069946,1088.881714,111550
2015-02-12,1239.500000,1239.500000,1224.000000,1231.400024,1090.059082,87110
2015-02-13,1235.000000,1273.380005,1230.880005,1269.319946,1123.626343,208820
2015-02-16,1275.000000,1296.719971,1275.000000,1292.619995,1144.252075,171790
2015-02-18,1293.500000,1320.000000,1282.780029,1316.949951,1165.789307,252552
2015-02-19,1324.000000,1342.500000,1317.500000,1339.849976,1186.061035,160138
2015-02-20,1340.050049,1347.469971,1321.930054,1337.430054,1183.918945,114720
2015-02-23,1336.949951,1359.949951,1335.780029,1347.530029,1192.859375,124512
2015-02-24,1348.750000,1363.500000,1340.800049,1353.569946,1198.206299,155542
2015-02-25,1354.000000,1361.469971,1334.000000,1335.650024,1182.343262,90696
